market,indicator,date,value,unit,source,source_type,frequency,notes
SG,Rates,2025-11-07,0.9396,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-11-10,1.0879,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-11-11,0.9941,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-11-12,0.9166,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-11-13,1.0034,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-11-14,1.0216,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-11-17,1.2845,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-11-18,1.1555,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-11-19,1.2484,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-11-20,1.3935,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-11-21,1.6685,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-11-24,1.267,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-11-25,1.0782,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-11-26,1.1713,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-11-27,1.27,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-11-28,1.0518,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-01,1.0297,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-02,0.9457,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-03,0.9624,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-04,1.0027,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-05,1.1351,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-08,1.1503,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-09,1.0664,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-10,1.0377,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-11,1.0593,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-12,1.1768,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-15,1.1563,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-16,1.2652,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-17,1.2629,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-18,1.279,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-19,1.3529,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-22,1.329,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-23,1.2776,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-24,1.2334,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-26,1.2221,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-29,1.3414,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-30,1.3212,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-12-31,0.8949,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-01-02,1.0119,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-01-05,1.097,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-01-06,1.1005,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-01-07,1.018,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-01-08,1.0286,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-01-09,1.0545,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-01-12,0.9742,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-01-13,0.9285,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-01-14,1.0614,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-01-15,1.3342,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-01-16,1.2119,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-01-19,0.9821,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-01-20,0.9284,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-01-21,0.9361,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-01-22,1.1667,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-01-23,1.3741,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-01-26,1.4489,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-01-27,1.2136,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-01-28,1.31,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-01-29,1.4553,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-01-30,1.1092,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-02-02,1.1251,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-02-03,0.9793,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-02-04,0.8908,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-02-05,0.9307,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-02-06,0.8641,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-02-09,0.9142,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-02-10,0.8694,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-02-11,0.8678,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-02-12,0.9956,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-02-13,1.0513,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-02-16,1.0894,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-02-19,1.337,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-02-20,1.294,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-02-23,1.1091,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-02-24,1.0422,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-02-25,1.0786,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-02-26,1.001,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-02-27,1.0528,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-02,1.0562,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-03,0.8424,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-04,0.8154,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-05,0.8024,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-06,0.88,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-09,1.0054,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-10,0.9932,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-11,1.0022,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-12,0.8864,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-13,0.8809,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-16,0.9103,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-17,0.9394,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-18,0.9678,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-19,1.1503,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-20,1.2621,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-23,1.2026,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-24,1.1609,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-25,1.1783,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-26,1.1312,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-27,1.2085,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-30,1.1552,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-03-31,0.9954,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-04-01,0.8715,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-04-02,0.9834,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-04-06,0.9769,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-04-07,1.0277,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-04-08,1.0722,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-04-09,1.0477,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-04-10,0.8033,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-04-13,0.9324,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-04-14,0.8462,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-04-15,0.7953,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-04-16,0.8818,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-04-17,0.8942,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-04-20,0.9409,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-04-21,1.0024,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-04-22,0.9162,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-04-23,0.9772,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-04-24,1.0172,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-04-27,1.1487,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-04-28,1.2899,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-04-29,1.3069,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-04-30,1.361,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-05-04,1.4077,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-05-05,1.4564,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-05-06,1.2896,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-05-07,1.3195,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-05-08,1.4596,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-05-11,1.3115,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-05-12,1.1227,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-05-13,1.1313,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-05-14,1.2718,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-05-15,1.1891,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-05-18,1.1387,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-05-19,1.1397,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-05-20,1.1071,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-05-21,1.1029,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-05-22,0.9842,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-05-25,0.906,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-05-26,0.8869,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-05-28,0.7564,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-05-29,0.8704,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-06-02,0.9175,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-06-03,0.9967,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-06-04,0.9381,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-06-05,1.0435,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-06-08,1.2059,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-06-09,1.3253,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-06-10,1.245,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-06-11,1.1747,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-06-12,1.1693,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-06-15,1.0038,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-06-16,0.7736,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-06-17,0.8169,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-06-18,0.934,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-06-19,1.0328,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-06-22,1.1041,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-06-23,1.0471,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-06-24,1.0841,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2026-06-25,1.1553,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
